data,hora,precipitacao
2007-02-02,2100,0
2007-02-02,2200,0
2007-02-02,2300,0
2007-02-03,0,0
2007-02-03,100,0
2007-02-03,200,0
2007-02-03,300,0
2007-02-03,400,0
2007-02-03,500,0
2007-02-03,600,0
2007-02-03,700,0
2007-02-03,800,0
2007-02-03,900,0
2007-02-03,1000,0
2007-02-03,1100,0
2007-02-03,1200,0
2007-02-03,1300,0
2007-02-03,1400,0
2007-02-03,1500,0
2007-02-03,1600,0
2007-02-03,1700,0
2007-02-03,1800,0
2007-02-03,1900,0
2007-02-03,2000,0
2007-02-03,2100,0
2007-02-03,2200,0
2007-02-03,2300,0
2007-02-04,0,0
2007-02-04,100,0
2007-02-04,200,0
2007-02-04,300,0
2007-02-04,400,0
2007-02-04,500,0
2007-02-04,600,0
2007-02-04,700,0
2007-02-04,800,0
2007-02-04,900,0
2007-02-04,1000,0
2007-02-04,1100,0
2007-02-04,1200,0
2007-02-04,1300,0
2007-02-04,1400,0
2007-02-04,1500,0
2007-02-04,1600,0
2007-02-04,1700,0
2007-02-04,1800,0
2007-02-04,1900,0
2007-02-04,2000,0
2007-02-04,2100,0
2007-02-04,2200,"2,2"
2007-02-04,2300,"3,4"
2007-02-05,0,"0,2"
2007-02-05,100,"0,4"
2007-02-05,200,0
2007-02-05,300,0
2007-02-05,400,0
2007-02-05,500,0
2007-02-05,600,0
2007-02-05,700,0
2007-02-05,800,0
2007-02-05,900,0
2007-02-05,1000,0
2007-02-05,1100,"0,2"
2007-02-05,1200,0
2007-02-05,1300,0
2007-02-05,1400,0
2007-02-05,1500,0
2007-02-05,1600,0
2007-02-05,1700,"0,4"
2007-02-05,1800,"0,2"
2007-02-05,1900,0
2007-02-05,2000,0
2007-02-05,2100,"18,6"
2007-02-05,2200,"0,4"
2007-02-05,2300,0
2007-02-06,0,0
2007-02-06,100,0
2007-02-06,200,0
2007-02-06,300,"1,4"
2007-02-06,400,"2,2"
2007-02-06,500,0
2007-02-06,600,0
2007-02-06,700,0
2007-02-06,800,0
2007-02-06,900,0
2007-02-06,1000,"0,2"
2007-02-06,1100,0
2007-02-06,1200,0
2007-02-06,1300,0
2007-02-06,1400,0
2007-02-06,1500,0
2007-02-06,1600,0
2007-02-06,1700,0
2007-02-06,1800,"1,6"
2007-02-06,1900,"2,4"
2007-02-06,2000,0
2007-02-06,2100,0
2007-02-06,2200,0
2007-02-06,2300,0
2007-02-07,0,0
2007-02-07,100,0
2007-02-07,200,0
2007-02-07,300,0
2007-02-07,400,"1,8"
2007-02-07,500,"0,2"
2007-02-07,600,"0,4"
2007-02-07,700,0
2007-02-07,800,0
2007-02-07,900,0
2007-02-07,1000,"0,2"
2007-02-07,1100,0
2007-02-07,1200,0
2007-02-07,1300,0
2007-02-07,1400,0
2007-02-07,1500,0
2007-02-07,1600,0
2007-02-07,1700,0
2007-02-07,1800,0
2007-02-07,1900,0
2007-02-07,2000,0
2007-02-07,2100,0
2007-02-07,2200,0
2007-02-07,2300,0
2007-02-08,0,0
2007-02-08,100,0
2007-02-08,200,0
2007-02-08,300,0
2007-02-08,400,0
2007-02-08,500,0
2007-02-08,600,0
2007-02-08,700,0
2007-02-08,800,0
2007-02-08,900,0
2007-02-08,1000,0
2007-02-08,1100,0
2007-02-08,1200,0
2007-02-08,1300,0
2007-02-08,1400,0
2007-02-08,1500,0
2007-02-08,1600,0
2007-02-08,1700,0
2007-02-08,1800,0
2007-02-08,1900,0
2007-02-08,2000,0
2007-02-08,2100,0
2007-02-08,2200,0
2007-02-08,2300,0
2007-02-09,0,0
2007-02-09,100,0
2007-02-09,200,0
2007-02-09,300,0
2007-02-09,400,0
2007-02-09,500,0
2007-02-09,600,0
2007-02-09,700,0
2007-02-09,800,0
2007-02-09,900,0
2007-02-09,1000,0
2007-02-09,1100,0
2007-02-09,1200,0
2007-02-09,1300,0
2007-02-09,1400,0
2007-02-09,1500,0
2007-02-09,1600,0
2007-02-09,1700,0
2007-02-09,1800,0
2007-02-09,1900,0
2007-02-09,2000,0
2007-02-09,2100,0
2007-02-09,2200,0
2007-02-09,2300,0
2007-02-10,0,0
2007-02-10,100,0
2007-02-10,200,0
2007-02-10,300,0
2007-02-10,400,0
2007-02-10,500,0
2007-02-10,600,0
2007-02-10,700,0
2007-02-10,800,0
2007-02-10,900,0
2007-02-10,1000,0
2007-02-10,1100,0
2007-02-10,1200,0
2007-02-10,1300,0
2007-02-10,1400,0
2007-02-10,1500,0
2007-02-10,1600,0
2007-02-10,1700,0
2007-02-10,1800,0
2007-02-10,1900,0
2007-02-10,2000,0
2007-02-10,2100,0
2007-02-10,2200,0
2007-02-10,2300,0
2007-02-11,0,0
2007-02-11,100,"0,4"
2007-02-11,200,0
2007-02-11,300,0
2007-02-11,400,0
2007-02-11,500,0
2007-02-11,600,0
2007-02-11,700,0
2007-02-11,800,"0,2"
2007-02-11,900,0
2007-02-11,1000,0
2007-02-11,1100,0
2007-02-11,1200,0
2007-02-11,1300,0
2007-02-11,1400,0
2007-02-11,1500,0
2007-02-11,1600,0
2007-02-11,1700,0
2007-02-11,1800,0
2007-02-11,1900,0
2007-02-11,2000,0
2007-02-11,2100,0
2007-02-11,2200,0
2007-02-11,2300,0
2007-02-12,0,0
2007-02-12,100,0
2007-02-12,200,0
2007-02-12,300,0
2007-02-12,400,0
2007-02-12,500,0
2007-02-12,600,0
2007-02-12,700,0
2007-02-12,800,0
2007-02-12,900,0
2007-02-12,1000,0
2007-02-12,1100,0
2007-02-12,1200,0
2007-02-12,1300,0
2007-02-12,1400,0
2007-02-12,1500,0
2007-02-12,1600,0
2007-02-12,1700,0
2007-02-12,1800,0
2007-02-12,1900,0
2007-02-12,2000,0
2007-02-12,2100,0
2007-02-12,2200,0
2007-02-12,2300,0
2007-02-13,0,0
2007-02-13,100,0
2007-02-13,200,0
2007-02-13,300,0
2007-02-13,400,0
2007-02-13,500,0
2007-02-13,600,0
2007-02-13,700,0
2007-02-13,800,0
2007-02-13,900,0
2007-02-13,1000,0
2007-02-13,1100,0
2007-02-13,1200,0
2007-02-13,1300,0
2007-02-13,1400,0
2007-02-13,1500,0
2007-02-13,1600,0
2007-02-13,1700,0
2007-02-13,1800,0
2007-02-13,1900,0
2007-02-13,2000,0
2007-02-13,2100,0
2007-02-13,2200,0
2007-02-13,2300,0
2007-02-14,0,0
2007-02-14,100,0
2007-02-14,200,0
2007-02-14,300,0
2007-02-14,400,0
2007-02-14,500,0
2007-02-14,600,0
2007-02-14,700,0
2007-02-14,800,0
2007-02-14,900,0
2007-02-14,1000,0
2007-02-14,1100,0
2007-02-14,1200,0
2007-02-14,1300,0
2007-02-14,1400,0
2007-02-14,1500,0
2007-02-14,1600,0
2007-02-14,1700,0
2007-02-14,1800,0
2007-02-14,1900,0
2007-02-14,2000,0
2007-02-14,2100,0
2007-02-14,2200,0
2007-02-14,2300,0
2007-02-15,0,0
2007-02-15,100,0
2007-02-15,200,0
2007-02-15,300,0
2007-02-15,400,0
2007-02-15,500,0
2007-02-15,600,0
2007-02-15,700,0
2007-02-15,800,0
2007-02-15,900,0
2007-02-15,1000,0
2007-02-15,1100,0
2007-02-15,1200,0
2007-02-15,1300,0
2007-02-15,1400,0
2007-02-15,1500,0
2007-02-15,1600,0
2007-02-15,1700,0
2007-02-15,1800,0
2007-02-15,1900,0
2007-02-15,2000,0
2007-02-15,2100,0
2007-02-15,2200,"0,2"
2007-02-15,2300,0
2007-02-16,0,"0,2"
2007-02-16,100,0
2007-02-16,200,0
2007-02-16,300,0
2007-02-16,400,0
2007-02-16,500,0
2007-02-16,600,0
2007-02-16,700,0
2007-02-16,800,0
2007-02-16,900,0
2007-02-16,1000,0
2007-02-16,1100,0
2007-02-16,1200,0
2007-02-16,1300,0
2007-02-16,1400,0
2007-02-16,1500,0
2007-02-16,1600,0
2007-02-16,1700,0
2007-02-16,1800,0
2007-02-16,1900,0
2007-02-16,2000,0
2007-02-16,2100,0
2007-02-16,2200,0
2007-02-16,2300,0
2007-02-17,0,0
2007-02-17,100,0
2007-02-17,200,0
2007-02-17,300,0
2007-02-17,400,0
2007-02-17,500,0
2007-02-17,600,0
2007-02-17,700,0
2007-02-17,800,"2,8"
2007-02-17,900,"9,8"
2007-02-17,1000,"15,8"
2007-02-17,1100,0
2007-02-17,1200,"0,2"
2007-02-17,1300,"0,4"
2007-02-17,1400,"1,4"
2007-02-17,1500,"0,4"
2007-02-17,1600,0
2007-02-17,1700,0
2007-02-17,1800,0
2007-02-17,1900,0
2007-02-17,2000,0
2007-02-17,2100,0
2007-02-17,2200,0
2007-02-17,2300,0
2007-02-18,0,0
2007-02-18,100,0
2007-02-18,200,0
2007-02-18,300,0
2007-02-18,400,0
2007-02-18,500,0
2007-02-18,600,0
2007-02-18,700,0
2007-02-18,800,0
2007-02-18,900,0
2007-02-18,1000,0
2007-02-18,1100,0
2007-02-18,1200,0
2007-02-18,1300,0
2007-02-18,1400,0
2007-02-18,1500,0
2007-02-18,1600,0
2007-02-18,1700,0
2007-02-18,1800,0
2007-02-18,1900,0
2007-02-18,2000,0
2007-02-18,2100,0
2007-02-18,2200,0
2007-02-18,2300,0
2007-02-19,0,0
2007-02-19,100,0
2007-02-19,200,0
2007-02-19,300,0
2007-02-19,400,0
2007-02-19,500,0
2007-02-19,600,0
2007-02-19,700,0
2007-02-19,800,0
2007-02-19,900,0
2007-02-19,1000,0
2007-02-19,1100,0
2007-02-19,1200,0
2007-02-19,1300,0
2007-02-19,1400,0
2007-02-19,1500,0
2007-02-19,1600,0
2007-02-19,1700,0
2007-02-19,1800,0
2007-02-19,1900,0
2007-02-19,2000,0
2007-02-19,2100,0
2007-02-19,2200,0
2007-02-19,2300,0
2007-02-20,0,0
2007-02-20,100,0
2007-02-20,200,0
2007-02-20,300,0
2007-02-20,400,0
2007-02-20,500,0
2007-02-20,600,0
2007-02-20,700,0
2007-02-20,800,0
2007-02-20,900,0
2007-02-20,1000,0
2007-02-20,1100,0
2007-02-20,1200,0
2007-02-20,1300,0
2007-02-20,1400,0
2007-02-20,1500,0
2007-02-20,1600,0
2007-02-20,1700,0
2007-02-20,1800,0
2007-02-20,1900,0
2007-02-20,2000,0
2007-02-20,2100,0
2007-02-20,2200,0
2007-02-20,2300,0
2007-02-21,0,0
2007-02-21,100,0
2007-02-21,200,0
2007-02-21,300,0
2007-02-21,400,0
2007-02-21,500,0
2007-02-21,600,0
2007-02-21,700,0
2007-02-21,800,0
2007-02-21,900,0
2007-02-21,1000,0
2007-02-21,1100,0
2007-02-21,1200,0
2007-02-21,1300,0
2007-02-21,1400,0
2007-02-21,1500,0
2007-02-21,1600,0
2007-02-21,1700,0
2007-02-21,1800,0
2007-02-21,1900,0
2007-02-21,2000,0
2007-02-21,2100,0
2007-02-21,2200,0
2007-02-21,2300,0
2007-02-22,0,0
2007-02-22,100,0
2007-02-22,200,0
2007-02-22,300,0
2007-02-22,400,0
2007-02-22,500,0
2007-02-22,600,0
2007-02-22,700,0
2007-02-22,800,0
2007-02-22,900,0
2007-02-22,1000,0
2007-02-22,1100,0
2007-02-22,1200,0
2007-02-22,1300,0
2007-02-22,1400,0
2007-02-22,1500,0
2007-02-22,1600,0
2007-02-22,1700,0
2007-02-22,1800,0
2007-02-22,1900,0
2007-02-22,2000,"0,6"
2007-02-22,2100,"0,2"
2007-02-22,2200,0
2007-02-22,2300,0
2007-02-23,0,0
2007-02-23,100,0
2007-02-23,200,0
2007-02-23,300,0
2007-02-23,400,0
2007-02-23,500,0
2007-02-23,600,0
2007-02-23,700,0
